#organ id 	 organ name 	 tissue id 	 tissue name 
UBERON_0002049	vasculature	UBERON_0006282	primary head vein
UBERON_0002049	vasculature	UBERON_0006296	subcardinal vein
UBERON_0002049	vasculature	UBERON_0006300	supracardinal vein
UBERON_0002049	vasculature	UBERON_0006305	tunica vasculosa lentis
UBERON_0002049	vasculature	UBERON_0006309	venous vitelline plexus
UBERON_0002049	vasculature	UBERON_0006310	vitelline venous plexus
UBERON_0002049	vasculature	UBERON_0006338	lateral ventricle choroid plexus stroma
UBERON_0002049	vasculature	UBERON_0006339	third ventricle choroid plexus stroma
UBERON_0002049	vasculature	UBERON_0006340	fourth ventricle choroid plexus stroma
UBERON_0002049	vasculature	UBERON_0006341	outer renal medulla peritubular capillary
UBERON_0002049	vasculature	UBERON_0006345	stapedial artery
UBERON_0002049	vasculature	UBERON_0006347	communicating artery
UBERON_0002049	vasculature	UBERON_0006349	epigastric artery
UBERON_0002049	vasculature	UBERON_0006351	principal vein of forelimb
UBERON_0002049	vasculature	UBERON_0006353	principal vein of hindlimb
UBERON_0002049	vasculature	UBERON_0006355	superior vesical vein
UBERON_0002049	vasculature	UBERON_0006356	epigastric vein
UBERON_0002049	vasculature	UBERON_0006358	vasa hyaloidea propria
UBERON_0002049	vasculature	UBERON_0006374	part of afferent arteriole forming the juxtaglomerular complex
UBERON_0002049	vasculature	UBERON_0006436	principal artery to forelimb
UBERON_0002049	vasculature	UBERON_0006438	principal artery to hindlimb
UBERON_0002049	vasculature	UBERON_0006443	prinicipal vein of limb
UBERON_0002049	vasculature	UBERON_0006544	kidney vasculature
UBERON_0002049	vasculature	UBERON_0006563	tunica media of pulmonary trunk
UBERON_0002049	vasculature	UBERON_0006564	superficial palmar arch
UBERON_0002049	vasculature	UBERON_0006615	venous sinus
UBERON_0002049	vasculature	UBERON_0006632	musculo-phrenic artery
UBERON_0002049	vasculature	UBERON_0006634	lingual vein
UBERON_0002049	vasculature	UBERON_0006636	lumbar artery
UBERON_0002049	vasculature	UBERON_0006637	celiac trunk
UBERON_0002049	vasculature	UBERON_0006656	deep dorsal vein of penis
UBERON_0002049	vasculature	UBERON_0006662	musculo-phrenic vein
UBERON_0002049	vasculature	UBERON_0006663	hemiazygos vein
UBERON_0002049	vasculature	UBERON_0006664	greater palatine artery
UBERON_0002049	vasculature	UBERON_0006665	accessory hemiazygos vein
UBERON_0002049	vasculature	UBERON_0006666	great cerebral vein
UBERON_0002049	vasculature	UBERON_0006675	venous valve
UBERON_0002049	vasculature	UBERON_0006686	spinal vein
UBERON_0002049	vasculature	UBERON_0006687	median sacral vein
UBERON_0002049	vasculature	UBERON_0006690	deep dorsal vein of clitoris
UBERON_0002049	vasculature	UBERON_0006694	cerebellum vasculature
UBERON_0002049	vasculature	UBERON_0006764	anterior communicating artery
UBERON_0002049	vasculature	UBERON_0006765	left anterior vena cava
UBERON_0002049	vasculature	UBERON_0006766	right anterior vena cava
UBERON_0002049	vasculature	UBERON_0006829	remnant of left anterior vena cava
UBERON_0002049	vasculature	UBERON_0006841	central vein of liver
UBERON_0002049	vasculature	UBERON_0006842	lymphatic capillary
UBERON_0002049	vasculature	UBERON_0006851	renal cortex peritubular capillary
UBERON_0002049	vasculature	UBERON_0006876	vasculature of organ
UBERON_0002049	vasculature	UBERON_0006877	vasculature of liver
UBERON_0002049	vasculature	UBERON_0006958	great vein of heart
UBERON_0002049	vasculature	UBERON_0006966	coronary capillary
UBERON_0002049	vasculature	UBERON_0007142	left internal carotid artery
UBERON_0002049	vasculature	UBERON_0007143	right internal carotid artery
UBERON_0002049	vasculature	UBERON_0007146	posterior spinal artery
UBERON_0002049	vasculature	UBERON_0007149	inferior thyroid artery
UBERON_0002049	vasculature	UBERON_0007150	superior thyroid artery
UBERON_0002049	vasculature	UBERON_0007152	inferior sagittal sinus
UBERON_0002049	vasculature	UBERON_0007153	superior epigastric artery
UBERON_0002049	vasculature	UBERON_0007154	inferior epigastric vein
UBERON_0002049	vasculature	UBERON_0007155	superior epigastric vein
UBERON_0002049	vasculature	UBERON_0007156	inferior thyroid vein
UBERON_0002049	vasculature	UBERON_0007157	superior thyroid vein
UBERON_0002049	vasculature	UBERON_0007160	inferior petrosal sinus
UBERON_0002049	vasculature	UBERON_0007204	brachiocephalic vasculature
UBERON_0002049	vasculature	UBERON_0007239	tunica media of artery
UBERON_0002049	vasculature	UBERON_0007240	tunica adventitia of artery
UBERON_0002049	vasculature	UBERON_0007241	tunica adventitia of vein
UBERON_0002049	vasculature	UBERON_0007242	tunica intima of vein
UBERON_0002049	vasculature	UBERON_0007243	tunica media of vein
UBERON_0002049	vasculature	UBERON_0007299	choroid plexus of tectal ventricle
UBERON_0002049	vasculature	UBERON_0007300	pectoral appendage blood vessel
UBERON_0002049	vasculature	UBERON_0007301	appendage blood vessel
UBERON_0002049	vasculature	UBERON_0007302	pectoral appendage vasculature
UBERON_0002049	vasculature	UBERON_0007303	pharyngeal vasculature
UBERON_0002049	vasculature	UBERON_0007304	appendage vasculature
UBERON_0002049	vasculature	UBERON_0007306	pronephric glomerular capillary
UBERON_0002049	vasculature	UBERON_0007312	pudendal artery
UBERON_0002049	vasculature	UBERON_0007314	superior external pudendal artery
UBERON_0002049	vasculature	UBERON_0007315	internal pudendal artery
UBERON_0002049	vasculature	UBERON_0007316	deep external pudendal artery
UBERON_0002049	vasculature	UBERON_0007317	superficial external pudendal artery
UBERON_0002049	vasculature	UBERON_0007318	saphenous vein
UBERON_0002049	vasculature	UBERON_0007319	medial saphenous vein
UBERON_0002049	vasculature	UBERON_0007321	lateral saphenous vein
UBERON_0002049	vasculature	UBERON_0007352	stria vascularis vasculature
UBERON_0002049	vasculature	UBERON_0007384	appendage lymph vessel
UBERON_0002049	vasculature	UBERON_0007385	pectoral appendage lymph vessel
UBERON_0002049	vasculature	UBERON_0007386	pelvic appendage lymph vessel
UBERON_0002049	vasculature	UBERON_0007610	tibial artery
UBERON_0002049	vasculature	UBERON_0007622	pecten oculi
UBERON_0002049	vasculature	UBERON_0007679	intersomitic vein
UBERON_0002049	vasculature	UBERON_0007693	caroticotympanic artery
UBERON_0002049	vasculature	UBERON_0007718	principal artery to limb
UBERON_0002049	vasculature	UBERON_0007777	umbilical vein endothelium
UBERON_0002049	vasculature	UBERON_0007778	umbilical artery endothelium
UBERON_0002049	vasculature	UBERON_0007807	connecting stalk vasculature
UBERON_0002049	vasculature	UBERON_0008267	left supracardinal vein
UBERON_0002049	vasculature	UBERON_0008268	right supracardinal vein
UBERON_0002049	vasculature	UBERON_0008311	penile bulb artery
UBERON_0002049	vasculature	UBERON_0008320	common penile artery
UBERON_0002049	vasculature	UBERON_0008321	deep artery of penis
UBERON_0002049	vasculature	UBERON_0008322	deep artery of clitoris
UBERON_0002049	vasculature	UBERON_0008323	dorsal artery of clitoris
UBERON_0002049	vasculature	UBERON_0008783	dorsal venous arch
UBERON_0002049	vasculature	UBERON_0008887	rectal venous plexus
UBERON_0002049	vasculature	UBERON_0008888	vesical venous plexus
UBERON_0002049	vasculature	UBERON_0008889	uterine venous plexus
UBERON_0002049	vasculature	UBERON_0008998	vasculature of brain
UBERON_0002049	vasculature	UBERON_0009007	superficial inguinal lymph node
UBERON_0002049	vasculature	UBERON_0009025	gastroepiploic artery
UBERON_0002049	vasculature	UBERON_0009026	iliac circumflex artery
UBERON_0002049	vasculature	UBERON_0009027	vesical artery
UBERON_0002049	vasculature	UBERON_0009029	pudendal vein
UBERON_0002049	vasculature	UBERON_0009030	left pulmonary vein
UBERON_0002049	vasculature	UBERON_0009032	right pulmonary vein
UBERON_0002049	vasculature	UBERON_0009040	deep circumflex iliac artery
UBERON_0002049	vasculature	UBERON_0009041	superficial circumflex iliac artery
UBERON_0002049	vasculature	UBERON_0009042	prostatic venous plexus
UBERON_0002049	vasculature	UBERON_0009044	pudendal venous plexus
UBERON_0002049	vasculature	UBERON_0009046	inferior external pudendal vein
UBERON_0002049	vasculature	UBERON_0009047	superior external pudendal vein
UBERON_0002049	vasculature	UBERON_0009048	deep external pudendal vein
UBERON_0002049	vasculature	UBERON_0009049	superficial external pudendal vein
UBERON_0002049	vasculature	UBERON_0009089	inner medulla vasa recta descending limb
UBERON_0002049	vasculature	UBERON_0009090	outer medulla vasa recta descending limb
UBERON_0002049	vasculature	UBERON_0009091	vasa recta ascending limb
UBERON_0002049	vasculature	UBERON_0009092	inner medulla vasa recta ascending limb
UBERON_0002049	vasculature	UBERON_0009093	outer medulla vasa recta ascending limb
UBERON_0002049	vasculature	UBERON_0009138	right common cardinal vein
UBERON_0002049	vasculature	UBERON_0009139	right posterior cardinal vein
UBERON_0002049	vasculature	UBERON_0009140	right subcardinal vein
UBERON_0002049	vasculature	UBERON_0009141	craniocervical region vein
UBERON_0002049	vasculature	UBERON_0009202	vasa recta descending limb
UBERON_0002049	vasculature	UBERON_0009536	vascular element of left lung
UBERON_0002049	vasculature	UBERON_0009537	vascular element of right lung
UBERON_0002049	vasculature	UBERON_0009548	hepatic sinusoid of left of lobe of liver
UBERON_0002049	vasculature	UBERON_0009549	hepatic sinusoid of right of lobe of liver
UBERON_0002049	vasculature	UBERON_0009654	alveolar artery
UBERON_0002049	vasculature	UBERON_0009655	auricular artery
UBERON_0002049	vasculature	UBERON_0009657	artery of lip
UBERON_0002049	vasculature	UBERON_0009658	pancreaticoduodenal artery
UBERON_0002049	vasculature	UBERON_0009659	spermatic artery
UBERON_0002049	vasculature	UBERON_0009687	middle cardiac vein
UBERON_0002049	vasculature	UBERON_0009688	posterior inferior cerebellar artery
UBERON_0002049	vasculature	UBERON_0009689	anterior inferior cerebellar artery
UBERON_0002049	vasculature	UBERON_0009769	left common cardinal vein
UBERON_0002049	vasculature	UBERON_0009771	left anterior cardinal vein
UBERON_0002049	vasculature	UBERON_0009772	right anterior cardinal vein
UBERON_0002049	vasculature	UBERON_0009885	interlobar artery
UBERON_0002049	vasculature	UBERON_0009887	interlobar vein
UBERON_0002049	vasculature	UBERON_0009967	spleen venous sinus
UBERON_0002049	vasculature	UBERON_0009968	primitive superior sagittal sinus
UBERON_0002049	vasculature	UBERON_0009976	hypothalamo-hypophyseal system
UBERON_0002049	vasculature	UBERON_0010078	optic choroid vascular plexus
UBERON_0002049	vasculature	UBERON_0010132	gastroduodenal artery
UBERON_0002049	vasculature	UBERON_0010172	bulb of aorta
UBERON_0002049	vasculature	UBERON_0010173	sinotubular junction
UBERON_0002049	vasculature	UBERON_0010174	Schweigger-Seidel sheath
UBERON_0002049	vasculature	UBERON_0010175	nutrient foramen vein
UBERON_0002049	vasculature	UBERON_0010176	nutrient foramen artery
UBERON_0002049	vasculature	UBERON_0010181	straight venules of kidney
UBERON_0002049	vasculature	UBERON_0010189	right atrium venous valve
UBERON_0002049	vasculature	UBERON_0010192	genital artery
UBERON_0002049	vasculature	UBERON_0010193	renal portal vein
UBERON_0002049	vasculature	UBERON_0010194	hepatic portal system
UBERON_0002049	vasculature	UBERON_0010195	renal portal system
UBERON_0002049	vasculature	UBERON_0010197	trunk of common carotid artery
UBERON_0002049	vasculature	UBERON_0010198	carotid duct
UBERON_0002049	vasculature	UBERON_0010204	tail vasculature
UBERON_0002049	vasculature	UBERON_0010205	mesencephalic vein
UBERON_0002049	vasculature	UBERON_0010244	choroid tapetum lucidum
UBERON_0002049	vasculature	UBERON_0010246	choroidal guanine tapetum
UBERON_0002049	vasculature	UBERON_0010247	choroidal tapetum cellulosum
UBERON_0002049	vasculature	UBERON_0010248	choroidal tapetum fibrosum
UBERON_0002049	vasculature	UBERON_0010249	posterior meningeal artery
UBERON_0002049	vasculature	UBERON_0010250	middle meningeal artery
UBERON_0002049	vasculature	UBERON_0010251	anterior meningeal artery
UBERON_0002049	vasculature	UBERON_0010260	umbilical blood vessel
UBERON_0002049	vasculature	UBERON_0010293	suprachoroid lamina
UBERON_0002049	vasculature	UBERON_0010366	conjunctival vasculature
UBERON_0002049	vasculature	UBERON_0010367	conjunctival vein
UBERON_0002049	vasculature	UBERON_0010370	tibial vein
UBERON_0002049	vasculature	UBERON_0010396	afferent lymphatic vessel
UBERON_0002049	vasculature	UBERON_0010397	efferent lymphatic vessel
UBERON_0002049	vasculature	UBERON_0010399	spleen trabecular artery
UBERON_0002049	vasculature	UBERON_0010400	spleen trabecular vein
UBERON_0002049	vasculature	UBERON_0010401	spleen central arteriole
UBERON_0002049	vasculature	UBERON_0010408	ocular angle artery
UBERON_0002049	vasculature	UBERON_0010523	microcirculatory vessel
UBERON_0002049	vasculature	UBERON_0011191	ophthalmic vein
UBERON_0002049	vasculature	UBERON_0011192	superior ophthalmic vein
UBERON_0002049	vasculature	UBERON_0011193	inferior ophthalmic vein
UBERON_0002049	vasculature	UBERON_0011362	cranial blood vasculature
UBERON_0002049	vasculature	UBERON_0011363	cranial lymph vasculature
UBERON_0002049	vasculature	UBERON_0011383	inferior pancreaticoduodenal vein
UBERON_0002049	vasculature	UBERON_0011384	superior pancreaticoduodenal vein
UBERON_0002049	vasculature	UBERON_0011392	blood vessel internal elastic membrane
UBERON_0002049	vasculature	UBERON_0011693	extraembryonic portion of umbilical artery
UBERON_0002049	vasculature	UBERON_0011694	embryo portion of umbilical artery
UBERON_0002049	vasculature	UBERON_0011696	left extraembryonic umbilical artery
UBERON_0002049	vasculature	UBERON_0011697	right extraembryonic umbilical artery
UBERON_0002049	vasculature	UBERON_0011737	caudate lobe hepatic sinusoids
UBERON_0002049	vasculature	UBERON_0011738	quadrate lobe hepatic sinusoids
UBERON_0002049	vasculature	UBERON_0011742	aortic valve leaflet
UBERON_0002049	vasculature	UBERON_0011861	aorta collagen fibril
UBERON_0002049	vasculature	UBERON_0011944	subintestinal vein
UBERON_0002049	vasculature	UBERON_0011955	left hepatic vein
UBERON_0002049	vasculature	UBERON_0011956	right hepatic vein
UBERON_0002049	vasculature	UBERON_0011957	middle hepatic vein
UBERON_0002049	vasculature	UBERON_0012173	middle suprarenal artery
UBERON_0002049	vasculature	UBERON_0012187	frontal artery
UBERON_0002049	vasculature	UBERON_0012193	phrenic vein
UBERON_0002049	vasculature	UBERON_0012194	superior intercostal vein
UBERON_0002049	vasculature	UBERON_0012195	left superior intercostal vein
UBERON_0002049	vasculature	UBERON_0012196	right superior intercostal vein
UBERON_0002049	vasculature	UBERON_0012197	intercostal vein
UBERON_0002049	vasculature	UBERON_0012199	posterior intercostal vein
UBERON_0002049	vasculature	UBERON_0012200	anterior intercostal vein
UBERON_0002049	vasculature	UBERON_0012237	superior phrenic vein
UBERON_0002049	vasculature	UBERON_0012239	urinary bladder vasculature
UBERON_0002049	vasculature	UBERON_0012254	abdominal aorta artery
UBERON_0002049	vasculature	UBERON_0012255	inferior phrenic artery
UBERON_0002049	vasculature	UBERON_0012308	superficial lateral cervical lymph node
UBERON_0002049	vasculature	UBERON_0012309	superficial anterior cervical lymph node
UBERON_0002049	vasculature	UBERON_0012310	deep lateral cervical lymph node
UBERON_0002049	vasculature	UBERON_0012311	deep anterior cervical lymph node
UBERON_0002049	vasculature	UBERON_0012318	anterior ethmoidal artery
UBERON_0002049	vasculature	UBERON_0012319	posterior ethmoidal artery
UBERON_0002049	vasculature	UBERON_0012320	cervical artery
UBERON_0002049	vasculature	UBERON_0012321	deep cervical artery
UBERON_0002049	vasculature	UBERON_0012322	ascending cervical artery
UBERON_0002049	vasculature	UBERON_0012324	transverse cervical artery
UBERON_0002049	vasculature	UBERON_0012416	respiratory system arterial smooth muscle
UBERON_0002049	vasculature	UBERON_0012418	respiratory system venous smooth muscle
UBERON_0002049	vasculature	UBERON_0012441	endothelium of peritubular capillary
UBERON_0002049	vasculature	UBERON_0013124	left posterior cardinal vein
UBERON_0002049	vasculature	UBERON_0013125	left subcardinal vein
UBERON_0002049	vasculature	UBERON_0013126	vein of abdomen
UBERON_0002049	vasculature	UBERON_0013127	pulmonary venous system
UBERON_0002049	vasculature	UBERON_0013132	penicillar arteriole
UBERON_0002049	vasculature	UBERON_0013133	superior phrenic artery
UBERON_0002049	vasculature	UBERON_0013136	vein of lip
UBERON_0002049	vasculature	UBERON_0013137	external pudendal artery
UBERON_0002049	vasculature	UBERON_0013140	systemic vein
UBERON_0002049	vasculature	UBERON_0013141	capillary bed
UBERON_0002049	vasculature	UBERON_0013142	soleal vein
UBERON_0002049	vasculature	UBERON_0013143	gastrocnemius vein
UBERON_0002049	vasculature	UBERON_0013144	vein of genicular venous plexus
UBERON_0002049	vasculature	UBERON_0013145	accessory saphenous vein
UBERON_0002049	vasculature	UBERON_0013151	choroidal artery
UBERON_0002049	vasculature	UBERON_0013218	rete mirabile
UBERON_0002049	vasculature	UBERON_0013397	stratum argenteum of choroid
UBERON_0002049	vasculature	UBERON_0013398	choroidal gland
UBERON_0002049	vasculature	UBERON_0013399	blood vessel layer of choroid
UBERON_0002049	vasculature	UBERON_0013479	lung endothelium
UBERON_0002049	vasculature	UBERON_0013648	masseteric artery
UBERON_0002049	vasculature	UBERON_0013755	arterial blood
UBERON_0002049	vasculature	UBERON_0013756	venous blood
UBERON_0002049	vasculature	UBERON_0013757	capillary blood
UBERON_0002049	vasculature	UBERON_0013768	great vessel of heart
UBERON_0002049	vasculature	UBERON_0014400	hepatic sinusoidal space
UBERON_0002049	vasculature	UBERON_0014401	renal venous blood vessel
UBERON_0002049	vasculature	UBERON_0014685	pterygoid plexus
UBERON_0002049	vasculature	UBERON_0014686	angular vein
UBERON_0002049	vasculature	UBERON_0014690	left gastric vein
UBERON_0002049	vasculature	UBERON_0014691	right gastric vein
UBERON_0002049	vasculature	UBERON_0014692	superficial epigastric vein
UBERON_0002049	vasculature	UBERON_0014693	inferior alveolar artery
UBERON_0002049	vasculature	UBERON_0014694	posterior auricular artery
UBERON_0002049	vasculature	UBERON_0014695	deep auricular artery
UBERON_0002049	vasculature	UBERON_0014696	anterior choroidal artery
UBERON_0002049	vasculature	UBERON_0014697	posterior choroidal artery
UBERON_0002049	vasculature	UBERON_0014768	superior palpebral vein
UBERON_0002049	vasculature	UBERON_0014769	palpebral vein
UBERON_0002049	vasculature	UBERON_0014770	palpebral artery
UBERON_0002049	vasculature	UBERON_0014772	lateral palpebral artery
UBERON_0002049	vasculature	UBERON_0014773	medial palpebral artery
UBERON_0002049	vasculature	UBERON_0014786	extraembryonic umbilical vein
UBERON_0002049	vasculature	UBERON_0014787	left extraembryonic umbilical vein
UBERON_0002049	vasculature	UBERON_0014788	right extraembryonic umbilical vein
UBERON_0002049	vasculature	UBERON_0014789	embryo portion of umbilical vein
UBERON_0002049	vasculature	UBERON_0014904	intersegmental pulmonary vein
UBERON_0002049	vasculature	UBERON_0014907	intersomitic vessel
UBERON_0002049	vasculature	UBERON_0015156	terminal branch of ophthalmic artery
UBERON_0002049	vasculature	UBERON_0015157	zygomatico-orbital artery
UBERON_0002049	vasculature	UBERON_0015158	ophthalmotemporal branch of external ophthalmic artery
UBERON_0002049	vasculature	UBERON_0015160	supraorbital artery
UBERON_0002049	vasculature	UBERON_0015171	uterine spiral artery
UBERON_0002049	vasculature	UBERON_0015172	endometrial blood vessel
UBERON_0002049	vasculature	UBERON_0015173	helicine branch of uterine artery
UBERON_0002049	vasculature	UBERON_0015174	helicine artery of penis
UBERON_0002049	vasculature	UBERON_0015177	helicine artery
UBERON_0002049	vasculature	UBERON_0015189	perineural vascular plexus
UBERON_0002049	vasculature	UBERON_0015350	saphenous artery
UBERON_0002049	vasculature	UBERON_0015433	blood vessel external elastic membrane
UBERON_0002049	vasculature	UBERON_0015455	accessory hepatic vein
UBERON_0002049	vasculature	UBERON_0015480	proper hepatic artery
UBERON_0002049	vasculature	UBERON_0015481	left hepatic artery
UBERON_0002049	vasculature	UBERON_0015482	right hepatic artery
UBERON_0002049	vasculature	UBERON_0015704	sagittal sinus
UBERON_0002049	vasculature	UBERON_0015796	liver blood vessel
UBERON_0002049	vasculature	UBERON_0015869	retropharyngeal lymph node
UBERON_0002049	vasculature	UBERON_0015917	superficial lymph node
UBERON_0002049	vasculature	UBERON_0015918	deep lymph node
UBERON_0002049	vasculature	UBERON_0015923	superficial parotid lymph node
UBERON_0002049	vasculature	UBERON_0015925	superficial intraparotid lymph node
UBERON_0002049	vasculature	UBERON_0016393	deep parotid lymph node
UBERON_0002049	vasculature	UBERON_0016394	anterior auricular lymph node
UBERON_0002049	vasculature	UBERON_0016395	infra-auricular lymph node
UBERON_0002049	vasculature	UBERON_0016396	intraglandular lymph node
UBERON_0002049	vasculature	UBERON_0016405	pulmonary capillary
UBERON_0002049	vasculature	UBERON_0016559	superficial cerebral vein
UBERON_0002049	vasculature	UBERON_0016564	deep cerebral vein
UBERON_0002049	vasculature	UBERON_0016565	cerebral blood vessel
UBERON_0002049	vasculature	UBERON_0016890	intrahepatic branch of portal vein
UBERON_0002049	vasculature	UBERON_0016920	descending trunk of arch of aorta
UBERON_0002049	vasculature	UBERON_0016923	preductal region of aortic arch
UBERON_0002049	vasculature	UBERON_0016924	postductal region of aortic arch
UBERON_0002049	vasculature	UBERON_0016925	juxtaductal region of aortic arch
UBERON_0002049	vasculature	UBERON_0017616	afferent spiracular artery
UBERON_0002049	vasculature	UBERON_0017617	efferent spiracular artery
UBERON_0002049	vasculature	UBERON_0017633	choroid plexus corpora arenacea
UBERON_0002049	vasculature	UBERON_0017635	paired venous dural sinus
UBERON_0002049	vasculature	UBERON_0017637	marginal venous sinus
UBERON_0002049	vasculature	UBERON_0017638	primitive marginal sinus
UBERON_0002049	vasculature	UBERON_0017640	unpaired venous dural sinus
UBERON_0002049	vasculature	UBERON_0017643	external thoracic vein
UBERON_0002049	vasculature	UBERON_0017646	internal mammary vein
UBERON_0002049	vasculature	UBERON_0018227	pulmonary lymphatic vessel
UBERON_0002049	vasculature	UBERON_0018228	extrahepatic branch of portal vein
UBERON_0002049	vasculature	UBERON_0018231	labyrinthine artery
UBERON_0002049	vasculature	UBERON_0018243	thymic artery
UBERON_0002049	vasculature	UBERON_0018246	thyroid vein
UBERON_0002049	vasculature	UBERON_0018247	cervical thymic artery
UBERON_0002049	vasculature	UBERON_0018248	inferior superficial cervical thymic artery
UBERON_0002049	vasculature	UBERON_0018249	superior superficial cervical thymic artery
UBERON_0002049	vasculature	UBERON_0018250	middle thyroid artery
UBERON_0002049	vasculature	UBERON_0018251	meningeal vein
UBERON_0002049	vasculature	UBERON_0018252	internal pudendal vein
UBERON_0002049	vasculature	UBERON_0018253	external pudendal vein
UBERON_0002049	vasculature	UBERON_0018255	jejunal artery
UBERON_0002049	vasculature	UBERON_0018256	lacrimal vein
UBERON_0002049	vasculature	UBERON_0018335	lateral dorsal aorta canal
UBERON_0002049	vasculature	UBERON_0018397	posterior superior alveolar artery
UBERON_0002049	vasculature	UBERON_0018410	lacteal
UBERON_0002049	vasculature	UBERON_0018549	ventral wall of dorsal aorta
UBERON_0002049	vasculature	UBERON_0018674	heart vasculature
UBERON_0002049	vasculature	UBERON_0019189	carotid artery endothelium
UBERON_0002049	vasculature	UBERON_0019196	iliac artery endothelium
UBERON_0002049	vasculature	UBERON_0020550	auricular blood vessel
UBERON_0002049	vasculature	UBERON_0022292	splenic arteriole
UBERON_0002049	vasculature	UBERON_0022358	placenta blood vessel
UBERON_0002049	vasculature	UBERON_0034693	cremasteric artery
UBERON_0002049	vasculature	UBERON_0034727	vestibular bulb artery
UBERON_0002049	vasculature	UBERON_0034884	juxtaglomerular arteriole
UBERON_0002049	vasculature	UBERON_0034927	arcuate artery of foot
UBERON_0002049	vasculature	UBERON_0034949	lymphatic valve
UBERON_0002049	vasculature	UBERON_0034950	lymph sac
UBERON_0002049	vasculature	UBERON_0034951	subcutaneous lymph sac
UBERON_0002049	vasculature	UBERON_0034952	intrapleuroperitoneal lymph sac
UBERON_0002049	vasculature	UBERON_0034964	superficial epigastric artery
UBERON_0002049	vasculature	UBERON_0034965	middle thyroid vein
UBERON_0002049	vasculature	UBERON_0034971	aortic body
UBERON_0002049	vasculature	UBERON_0034972	jugular body
UBERON_0002049	vasculature	UBERON_0034980	jugular bulb
UBERON_0002049	vasculature	UBERON_0034981	superior bulb of internal jugular vein
UBERON_0002049	vasculature	UBERON_0034982	inferior bulb of internal jugular vein
UBERON_0002049	vasculature	UBERON_0035039	rectal artery
UBERON_0002049	vasculature	UBERON_0035040	superior rectal artery
UBERON_0002049	vasculature	UBERON_0035041	deep temporal artery
UBERON_0002049	vasculature	UBERON_0035042	middle temporal artery
UBERON_0002049	vasculature	UBERON_0035043	temporal branch of lateral pretrosal artery
UBERON_0002049	vasculature	UBERON_0035150	superior cerebral vein
UBERON_0002049	vasculature	UBERON_0035151	dorsal cerebral vein
UBERON_0002049	vasculature	UBERON_0035152	internal cerebral vein
UBERON_0002049	vasculature	UBERON_0035162	infraclavicular lymph node
UBERON_0002049	vasculature	UBERON_0035180	sigmoid artery
UBERON_0002049	vasculature	UBERON_0035183	calcarine artery
UBERON_0002049	vasculature	UBERON_0035195	plantar metatarsal artery
UBERON_0002049	vasculature	UBERON_0035198	superficial lymphatic vessel
UBERON_0002049	vasculature	UBERON_0035204	occipital lymph node
UBERON_0002049	vasculature	UBERON_0035222	posterior parietal artery
UBERON_0002049	vasculature	UBERON_0035225	anterior temporal artery
UBERON_0002049	vasculature	UBERON_0035231	superficial middle cerebral vein
UBERON_0002049	vasculature	UBERON_0035234	medial circumflex femoral vein
UBERON_0002049	vasculature	UBERON_0035237	branch of internal carotid artery
UBERON_0002049	vasculature	UBERON_0035249	posterior external jugular vein
UBERON_0002049	vasculature	UBERON_0035252	left subcostal vein
UBERON_0002049	vasculature	UBERON_0035261	posterior temporal artery
UBERON_0002049	vasculature	UBERON_0035273	superior thoracic artery
UBERON_0002049	vasculature	UBERON_0035292	branch of posterior tibial artery
UBERON_0002049	vasculature	UBERON_0035304	branch of ulnar artery
UBERON_0002049	vasculature	UBERON_0035307	branch of vertebral artery
UBERON_0002049	vasculature	UBERON_0035322	right common iliac artery
UBERON_0002049	vasculature	UBERON_0035338	sphenoparietal sinus
UBERON_0002049	vasculature	UBERON_0035350	branch of middle cerebral artery
UBERON_0002049	vasculature	UBERON_0035359	branch of brachial artery
UBERON_0002049	vasculature	UBERON_0035374	small cardiac vein
UBERON_0002049	vasculature	UBERON_0035380	branch of anterior cerebral artery
UBERON_0002049	vasculature	UBERON_0035392	cystic vein
UBERON_0002049	vasculature	UBERON_0035395	branch of left coronary artery
UBERON_0002049	vasculature	UBERON_0035398	branch of external carotid artery
UBERON_0002049	vasculature	UBERON_0035403	hypophysial artery
UBERON_0002049	vasculature	UBERON_0035404	superior hypophysial artery
UBERON_0002049	vasculature	UBERON_0035422	circumflex branch of left coronary artery
UBERON_0002049	vasculature	UBERON_0035428	postcapillary venule
UBERON_0002049	vasculature	UBERON_0035435	right suprarenal vein
UBERON_0002049	vasculature	UBERON_0035462	anterior parietal artery
UBERON_0002049	vasculature	UBERON_0035474	right subcostal vein
UBERON_0002049	vasculature	UBERON_0035483	left suprarenal vein
UBERON_0002049	vasculature	UBERON_0035489	branch of basilar artery
UBERON_0002049	vasculature	UBERON_0035492	inferior hypophysial artery
UBERON_0002049	vasculature	UBERON_0035508	branch of posterior cerebral artery
UBERON_0002049	vasculature	UBERON_0035529	left common iliac artery
UBERON_0002049	vasculature	UBERON_0035530	basal vein
UBERON_0002049	vasculature	UBERON_0035532	deep middle cerebral vein
UBERON_0002049	vasculature	UBERON_0035539	esophageal artery
UBERON_0002049	vasculature	UBERON_0035545	deep lymphatic vessel
UBERON_0002049	vasculature	UBERON_0035546	uveal vein
UBERON_0002049	vasculature	UBERON_0035547	posterior ciliary vein
UBERON_0002049	vasculature	UBERON_0035548	colic artery
UBERON_0002049	vasculature	UBERON_0035549	superficial vasculature
UBERON_0002049	vasculature	UBERON_0035550	superficial vein
